Name	hemisphere	Area µm^2	Area mm^2	count	density µm^-2	density mm^-2	coverage index	relative count	relative density	channel	animal
VISpor2/3	Left	759998.7	0.7599986999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor2/3	Left	759998.7	0.7599986999999999	3	3.9473751731417435e-06	3.947375173141744	1.1842125519425231e-05	0.0005655042412818096	0.0006778398719675961	Negative	animalid0
VISpor2/3	Right	652683.5	0.6526835	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor2/3	Right	652683.5	0.6526835	2	3.064272346397603e-06	3.0642723463976034	6.128544692795206e-06	0.0002870264064293915	0.0004683801732376401	Negative	animalid0
VISpor4	Left	8662.8	0.0086628	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor4	Left	8662.8	0.0086628	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
VISpor4	both	8772.58	0.00877258	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor4	both	8772.58	0.00877258	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
VISpor4	Right	109.78	0.00010978	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor4	Right	109.78	0.00010978	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
VISpor5	both	899294.6	0.8992945999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor5	both	899294.6	0.8992945999999999	3	3.335947975224137e-06	3.335947975224137	1.0007843925672411e-05	0.0002444390124663896	0.0005416488253715247	Negative	animalid0
VISpor5	Right	389167.7	0.3891677	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor5	Right	389167.7	0.3891677	2	5.139172649734292e-06	5.1391726497342916	1.0278345299468584e-05	0.0002870264064293915	0.0007855328456070461	Negative	animalid0
VISpor5	Left	510126.9	0.5101269	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor5	Left	510126.9	0.5101269	1	1.9602965458202656e-06	1.9602965458202652	1.9602965458202656e-06	0.00018850141376060322	0.00033662043797568755	Negative	animalid0
VISpor6a	both	164857.2	0.1648572	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor6a	both	164857.2	0.1648572	1	6.065855783065586e-06	6.065855783065586	6.065855783065586e-06	8.147967082212988e-05	0.0009848965523959626	Negative	animalid0
VISpor6a	Left	104011.3	0.1040113	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor6a	Left	104011.3	0.1040113	1	9.614339980367518e-06	9.614339980367518	9.614339980367518e-06	0.00018850141376060322	0.00165096619791484	Negative	animalid0
VISpor6a	Right	60845.9	0.0608459	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VISpor6a	Right	60845.9	0.0608459	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
VTN	both	188497.5	0.1884975	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VTN	both	188497.5	0.1884975	34	0.00018037374500988078	180.37374500988076	0.006132707330335946	0.002770308807952416	0.029286795788804405	Negative	animalid0
VTN	Left	96913.5	0.0969135	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VTN	Left	96913.5	0.0969135	12	0.0001238217585785262	123.82175857852621	0.0014858611029423146	0.0022620169651272385	0.021262565958449105	Negative	animalid0
VTN	Right	91584.0	0.091584	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VTN	Right	91584.0	0.091584	22	0.00024021663172606568	240.21663172606569	0.005284765897973445	0.0031572904707233064	0.03671759388968424	Negative	animalid0
VeCB	both	489079.8	0.4890798	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VeCB	both	489079.8	0.4890798	29	5.9295027110095324e-05	59.295027110095326	0.0017195557861927645	0.0023629104538417664	0.009627572738869812	Negative	animalid0
VeCB	Right	230053.7	0.2300537	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VeCB	Right	230053.7	0.2300537	16	6.954897921659161e-05	69.5489792165916	0.0011127836674654657	0.002296211251435132	0.010630700946756319	Negative	animalid0
VeCB	Left	259026.1	0.2590261	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
VeCB	Left	259026.1	0.2590261	13	5.018799263857966e-05	50.187992638579665	0.0006524439043015356	0.0024505183788878417	0.008618238959376438	Negative	animalid0
y	Left	31265.7	0.0312657	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
y	Left	31265.7	0.0312657	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
y	Right	29600.3	0.0296003	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
y	Right	29600.3	0.0296003	3	0.00010135032415212009	101.35032415212008	0.0003040509724563602	0.00043053960964408724	0.015491600294558634	Negative	animalid0
y	both	60866.0	0.060866	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
y	both	60866.0	0.060866	3	4.928860118949824e-05	49.28860118949824	0.00014786580356849474	0.0002444390124663896	0.008002856500393571	Negative	animalid0
